id,nom,debut,fin,station_id
3,E85,2018-03-05T18:31:57,,30330003
4,GPLc,2018-03-05T18:31:57,,30330003
6,SP98,2022-10-11T08:41:52,,30330003
5,E10,2022-10-11T13:09:04,,30330003
4,GPLc,2017-09-20T12:11:32,,30340003
5,E10,2017-09-20T12:11:33,,30340003
6,SP98,2017-09-20T12:11:33,,30340003
2,SP95,2022-03-02T18:19:54,,30340004
4,GPLc,2022-03-02T18:19:54,,30340004
4,GPLc,2017-09-16T17:26:45,,30350001
5,E10,2017-09-16T17:26:45,,30350001
1,Gazole,2022-10-08T02:33:42,,30350002
2,SP95,2022-10-08T02:33:42,,30350002
3,E85,2022-10-08T02:33:42,,30350002
4,GPLc,2022-10-08T02:33:42,,30350002
5,E10,2022-10-08T02:33:42,,30350002
6,SP98,2022-10-08T02:33:42,,30350002
3,E85,2022-03-31T18:06:09,,30360001
4,GPLc,2022-03-31T18:06:09,,30360001
5,E10,2022-03-31T18:06:09,,30360001
6,SP98,2022-03-31T18:06:09,,30360001
3,E85,2019-07-02T11:37:44,,30360002
4,GPLc,2019-07-02T11:37:44,,30360002
5,E10,2019-07-02T11:37:44,,30360002
6,SP98,2022-10-11T16:37:48,,30360002
3,E85,2016-10-08T00:00:00,,30380001
4,GPLc,2016-10-08T00:00:00,,30380001
1,Gazole,2022-10-10T09:17:46,,30380001
2,SP95,2022-10-10T09:17:46,,30380001
5,E10,2022-10-10T09:17:46,,30380001
6,SP98,2022-10-10T09:17:46,,30380001
3,E85,2017-09-22T08:07:19,,30390001
4,GPLc,2017-09-22T08:07:19,,30390001
6,SP98,2017-09-22T08:07:19,,30390001
3,E85,2022-03-22T11:38:43,,30390002
4,GPLc,2022-03-22T11:38:43,,30390002
6,SP98,2022-03-22T11:38:43,,30390002
5,E10,2022-10-11T15:07:21,,30390002
2,SP95,2022-10-11T19:30:14,,30390002
3,E85,2022-10-03T08:21:10,,30400001
4,GPLc,2022-10-03T08:21:10,,30400001
1,Gazole,2022-10-11T08:36:29,,30400001
2,SP95,2022-10-11T08:36:29,,30400001
5,E10,2022-10-11T08:36:30,,30400001
6,SP98,2022-10-11T08:36:30,,30400001
2,SP95,2011-11-01T08:15:00,,30400002
3,E85,2017-09-08T07:57:20,,30400004
4,GPLc,2017-09-08T07:57:20,,30400004
2,SP95,2018-09-13T07:40:08,,30400004
5,E10,2022-10-04T14:01:03,,30400004
6,SP98,2022-10-04T16:54:24,,30400004
1,Gazole,2022-10-07T16:22:59,,30400004
2,SP95,2018-09-12T19:13:05,,30400005
4,GPLc,2020-06-26T10:20:08,,30400005
6,SP98,2022-10-03T08:00:03,,30400005
1,Gazole,2022-10-06T07:20:33,,30400005
5,E10,2022-10-06T07:20:34,,30400005
3,E85,2022-10-07T08:09:46,,30400005
3,E85,2018-03-23T10:22:11,,30410001
4,GPLc,2018-03-23T10:22:11,,30410001
5,E10,2018-03-23T10:22:12,,30410001
6,SP98,2018-03-23T10:22:12,,30410001
2,SP95,2017-10-14T10:37:08,,30420001
3,E85,2017-10-14T10:37:08,,30420001
4,GPLc,2017-10-14T10:37:08,,30420001
5,E10,2022-10-11T18:26:20,,30420001
6,SP98,2022-10-11T18:26:20,,30420001
1,Gazole,2022-10-11T18:30:48,,30420001
3,E85,2018-03-26T11:49:09,,30420002
2,SP95,2018-03-26T11:49:09,,30420002
4,GPLc,2018-03-26T11:49:09,,30420002
5,E10,2022-10-08T11:59:39,,30420002
6,SP98,2022-10-08T11:59:39,,30420002
1,Gazole,2022-10-11T14:56:19,,30420002
6,SP98,2014-09-24T00:00:00,,30430002
3,E85,2017-09-01T08:23:53,,30470001
4,GPLc,2017-09-01T08:23:54,,30470001
5,E10,2017-09-01T08:23:54,,30470001
2,SP95,2022-10-06T17:38:20,,30470001
6,SP98,2022-10-07T10:39:58,,30470001
1,Gazole,2022-10-08T08:30:32,,30470001
2,SP95,2012-01-02T16:59:00,,30470002
2,SP95,2019-01-15T11:20:52,,30470004
6,SP98,2022-10-01T20:39:33,,30470004
1,Gazole,2022-10-07T10:40:13,,30470004
5,E10,2022-10-07T14:17:27,,30470004
3,E85,2022-10-10T12:06:39,,30470004
3,E85,2022-09-10T05:29:16,,30470005
4,GPLc,2022-09-10T05:29:16,,30470005
6,SP98,2022-09-10T05:29:16,,30470005
2,SP95,2022-10-09T09:08:56,,30470005
1,Gazole,2022-10-11T06:22:29,,30470005
5,E10,2022-10-11T06:22:29,,30470005
4,GPLc,2017-09-02T09:54:47,,30490002
5,E10,2017-09-02T09:54:48,,30490002
6,SP98,2022-10-06T13:49:29,,30490002
3,E85,2019-01-11T10:04:07,,30500001
4,GPLc,2019-01-11T10:04:08,,30500001
5,E10,2019-01-11T10:04:08,,30500001
2,SP95,2022-10-11T14:06:34,,30500001
3,E85,2017-09-12T07:50:08,,30500002
4,GPLc,2017-09-12T07:50:08,,30500002
2,SP95,2019-12-08T07:35:53,,30500002
5,E10,2022-10-11T08:31:21,,30500002
6,SP98,2022-10-11T10:33:36,,30500002
4,GPLc,2019-07-30T12:04:42,,30500003
2,SP95,2020-03-04T12:43:01,,30500003
3,E85,2022-10-10T08:21:04,,30500003
6,SP98,2022-10-10T08:21:05,,30500003
3,E85,2017-09-29T08:31:38,,30510002
4,GPLc,2017-09-29T08:31:38,,30510002
5,E10,2017-09-29T08:31:38,,30510002
2,SP95,2020-01-27T11:11:42,,30540001
6,SP98,2022-10-10T16:58:43,,30540001
4,GPLc,2018-07-13T09:29:14,,30580001
3,E85,2018-07-13T09:29:14,,30580001
5,E10,2018-07-13T09:29:15,,30580001
3,E85,2017-09-09T11:39:42,,30600002
4,GPLc,2017-09-09T11:39:42,,30600002
5,E10,2017-10-04T09:50:05,,30600002
6,SP98,2022-10-11T12:08:35,,30600002
2,SP95,2015-07-10T00:00:00,,30600003
3,E85,2015-07-10T00:00:00,,30600003
4,GPLc,2017-10-02T05:38:53,,30600003
6,SP98,2022-10-07T11:11:53,,30600003
2,SP95,2019-08-26T10:38:19,,30620001
3,E85,2019-08-26T10:38:19,,30620001
4,GPLc,2019-08-26T10:38:36,,30620001
2,SP95,2017-09-26T19:21:59,,30640001
3,E85,2017-09-26T19:21:59,,30640001
4,GPLc,2017-09-26T19:21:59,,30640001
6,SP98,2022-10-05T07:57:15,,30640001
1,Gazole,2022-10-10T16:29:15,,30640001
5,E10,2022-10-10T16:29:15,,30640001
3,E85,2017-11-09T21:16:37,,30650001
4,GPLc,2017-11-09T21:16:37,,30650001
2,SP95,2022-04-28T19:47:07,,30650001
6,SP98,2022-10-05T18:57:54,,30650001
5,E10,2022-10-07T17:46:08,,30650001
1,Gazole,2022-10-10T10:37:12,,30650001
3,E85,2017-02-16T00:00:00,,30700001
4,GPLc,2017-08-30T08:08:48,,30700001
3,E85,2017-08-31T07:23:05,,30700001
2,SP95,2012-02-01T07:00:00,,30700002
3,E85,2012-02-01T20:43:00,,30700002
4,GPLc,2012-02-01T20:43:00,,30700002
3,E85,2018-01-02T07:09:54,,30700003
4,GPLc,2018-01-02T07:09:54,,30700003
5,E10,2018-01-02T07:09:54,,30700003
6,SP98,2018-01-02T07:09:54,,30700003
1,Gazole,2022-09-30T09:14:50,,30700003
2,SP95,2022-09-30T09:14:50,,30700003
5,E10,2022-10-06T14:41:06,,30700004
3,E85,2022-10-08T08:57:32,,30700004
4,GPLc,2022-10-08T08:57:32,,30700004
2,SP95,2022-10-11T13:10:10,,30700004
6,SP98,2022-10-11T13:10:10,,30700004
4,GPLc,2018-01-03T13:44:23,,30700006
6,SP98,2018-01-03T13:44:23,,30700006
5,E10,2022-09-14T13:31:18,,30700006
2,SP95,2019-01-09T15:24:10,,30700007
4,GPLc,2019-01-09T15:24:11,,30700007
1,Gazole,2022-09-30T07:54:54,,30700007
5,E10,2022-09-30T07:54:54,,30700007
6,SP98,2022-09-30T07:54:54,,30700007
3,E85,2022-10-01T11:45:12,,30700007
2,SP95,2015-08-28T08:00:00,,30720001
6,SP98,2015-08-31T18:26:00,,30720001
4,GPLc,2017-09-08T10:11:43,,30750001
3,E85,2017-09-08T10:11:43,,30750001
6,SP98,2017-09-08T10:11:44,,30750001
2,SP95,2019-10-01T12:48:23,,30750001
6,SP98,2017-08-31T17:36:37,,30800001
4,GPLc,2022-05-19T06:47:21,,30800001
2,SP95,2022-10-11T11:49:08,,30800001
3,E85,2022-10-11T11:49:08,,30800001
5,E10,2022-10-11T11:49:10,,30800001
2,SP95,2017-08-31T17:49:49,,30800002
4,GPLc,2022-04-04T08:31:02,,30800002
1,Gazole,2022-10-11T10:36:58,,30800002
3,E85,2022-10-11T10:36:58,,30800002
5,E10,2022-10-11T10:36:59,,30800002
6,SP98,2022-10-11T10:37:00,,30800002
2,SP95,2010-12-23T14:10:00,,30820001
4,GPLc,2017-03-23T00:00:00,,30820002
4,GPLc,2017-08-31T09:42:38,,30820002
2,SP95,2018-07-18T11:12:54,,30820002
6,SP98,2022-10-11T09:13:36,,30820002
3,E85,2015-04-07T00:00:00,,30900001
2,SP95,2016-12-01T05:00:00,,30900001
2,SP95,2017-08-31T07:48:52,,30900001
3,E85,2017-08-31T07:48:53,,30900001
6,SP98,2022-10-11T08:39:39,,30900001
3,E85,2017-08-29T10:39:46,,30900002
6,SP98,2017-08-29T10:39:46,,30900002
2,SP95,2011-04-13T14:55:00,,30900004
2,SP95,2012-02-22T14:54:00,,30900008
2,SP95,2012-04-13T09:12:00,,30900009
5,E10,2009-04-17T16:02:00,,30900010
2,SP95,2009-04-17T17:49:00,,30900010
2,SP95,2011-01-23T15:17:00,,30900011
6,SP98,2016-07-20T11:00:00,,30900014
2,SP95,2022-09-29T07:26:52,,30900015
3,E85,2022-09-29T07:26:52,,30900015
4,GPLc,2022-09-29T07:26:52,,30900015
6,SP98,2022-09-29T07:26:52,,30900015
1,Gazole,2022-10-06T08:33:29,,30900015
5,E10,2022-10-06T12:17:41,,30900015
1,Gazole,2022-09-28T10:20:18,,30900016
2,SP95,2022-09-28T10:20:18,,30900016
6,SP98,2022-09-29T10:04:04,,30900016
5,E10,2022-10-06T11:24:24,,30900016
2,SP95,2018-12-14T09:18:00,,30900018
3,E85,2018-12-14T09:18:01,,30900018
4,GPLc,2018-12-14T09:18:01,,30900018
1,Gazole,2022-10-03T11:35:38,,30900018
6,SP98,2022-10-03T11:35:38,,30900018
5,E10,2022-10-04T13:16:28,,30900018
2,SP95,2018-12-05T16:12:06,,30900019
3,E85,2018-12-05T16:12:06,,30900019
4,GPLc,2018-12-05T16:12:06,,30900019
6,SP98,2018-12-05T16:12:06,,30900019
6,SP98,2016-11-03T13:10:00,,30900020
3,E85,2017-09-21T08:37:48,,30960001
4,GPLc,2017-09-21T08:37:48,,30960001
2,SP95,2019-04-07T16:48:20,,30960001
1,Gazole,2019-05-24T09:12:55,,30960001
5,E10,2019-05-24T09:12:56,,30960001
6,SP98,2019-05-24T09:12:56,,30960001
2,SP95,2018-01-16T09:23:37,,30960002
4,GPLc,2018-01-16T09:23:37,,30960002
3,E85,2022-10-07T09:21:42,,30960002
6,SP98,2022-10-07T09:21:42,,30960002
4,GPLc,2022-03-02T18:40:58,,30960003
2,SP95,2022-03-03T17:20:09,,30960003
3,E85,2017-12-07T09:03:00,,30980001
4,GPLc,2017-12-07T09:03:00,,30980001
2,SP95,2018-03-10T08:43:10,,30980001
4,GPLc,2017-09-02T21:32:17,,31000001
3,E85,2017-09-02T21:33:59,,31000001
5,E10,2017-09-02T21:33:59,,31000001
2,SP95,2011-04-21T16:14:00,,31000002
3,E85,2012-10-04T08:33:00,,31000003
4,GPLc,2012-10-04T08:33:00,,31000003
3,E85,2017-09-01T08:38:19,,31000003
4,GPLc,2017-09-01T08:38:19,,31000003
2,SP95,2022-10-10T07:27:50,,31000003
5,E10,2022-10-10T07:27:50,,31000003
6,SP98,2022-10-10T12:05:04,,31000003
1,Gazole,2022-10-11T19:07:07,,31000003
2,SP95,2020-10-16T07:18:10,,31000004
4,GPLc,2020-10-16T07:18:10,,31000004
1,Gazole,2022-10-11T10:36:12,,31000004
3,E85,2022-10-11T10:36:12,,31000004
5,E10,2022-10-11T10:36:13,,31000004
6,SP98,2022-10-11T10:36:14,,31000004
2,SP95,2017-09-01T08:17:41,,31075001
3,E85,2017-09-01T08:17:41,,31075001
1,Gazole,2022-10-11T16:13:30,,31075001
4,GPLc,2017-08-29T09:49:20,,31076001
2,SP95,2022-10-08T07:39:44,,31076001
3,E85,2022-10-08T07:39:44,,31076001
5,E10,2022-10-08T07:39:44,,31076001
6,SP98,2022-10-08T09:03:23,,31076001
1,Gazole,2022-10-10T08:15:48,,31076001
3,E85,2019-09-12T19:42:53,,31084001
4,GPLc,2019-09-12T19:42:53,,31084001
5,E10,2019-09-12T19:42:53,,31084001
6,SP98,2019-09-12T19:42:53,,31084001
2,SP95,2017-09-04T17:22:25,,31100003
4,GPLc,2017-09-04T17:22:25,,31100003
1,Gazole,2022-10-11T11:11:56,,31100003
3,E85,2022-10-11T11:11:57,,31100003
5,E10,2022-10-11T11:11:57,,31100003
6,SP98,2022-10-11T11:11:58,,31100003
4,GPLc,2017-11-06T11:50:47,,31100004
1,Gazole,2022-10-06T15:41:14,,31100004
2,SP95,2022-10-11T07:37:23,,31100004
6,SP98,2022-10-11T16:48:30,,31100004
2,SP95,2011-04-21T06:50:00,,31100006
2,SP95,2011-10-05T10:43:00,,31100007
3,E85,2011-11-18T09:41:00,,31100007
2,SP95,2013-10-04T12:19:00,,31100009
2,SP95,2018-11-23T09:54:59,,31100010
3,E85,2018-11-23T09:55:00,,31100010
1,Gazole,2022-10-01T13:35:06,,31100011
5,E10,2022-10-01T13:35:06,,31100011
6,SP98,2022-10-03T08:04:34,,31100011
3,E85,2015-12-18T15:30:00,,31106001
4,GPLc,2016-08-26T08:30:00,,31106001
6,SP98,2017-09-26T07:39:32,,31106001
2,SP95,2022-10-03T07:11:25,,31106001
1,Gazole,2022-10-11T07:35:46,,31106001
5,E10,2022-10-11T07:35:46,,31106001
4,GPLc,2020-09-16T08:09:12,,31110001
2,SP95,2021-06-23T08:55:43,,31110001
3,E85,2019-10-22T08:57:51,,31110002
2,SP95,2020-07-17T08:59:33,,31110002
3,E85,2022-10-07T09:10:59,,31120001
2,SP95,2022-10-10T11:47:49,,31120001
5,E10,2022-10-10T11:47:50,,31120001
4,GPLc,2022-10-11T09:21:08,,31120001
1,Gazole,2022-10-11T16:54:02,,31120001
6,SP98,2022-10-11T16:54:03,,31120001
2,SP95,2011-05-09T09:15:00,,31120002
3,E85,2017-09-26T10:25:25,,31120003
4,GPLc,2017-09-26T10:25:25,,31120003
2,SP95,2017-09-27T10:27:25,,31120003
5,E10,2022-10-09T15:15:38,,31120003
6,SP98,2022-10-09T15:15:38,,31120003
1,Gazole,2022-10-10T10:30:11,,31120003
2,SP95,2011-04-21T06:00:00,,31120004
3,E85,2011-04-21T06:25:00,,31120004
6,SP98,2016-04-27T00:00:00,,31120005
4,GPLc,2017-09-12T19:18:35,,31120006
2,SP95,2021-12-11T18:14:22,,31120006
2,SP95,2019-04-19T11:05:12,,31120007
4,GPLc,2019-04-19T11:05:45,,31120007
5,E10,2022-10-10T06:51:00,,31120007
3,E85,2022-10-10T16:44:49,,31120007
2,SP95,2014-03-03T15:58:00,,31120008
1,Gazole,2022-10-06T09:01:38,,31120009
5,E10,2022-10-06T09:01:39,,31120009
6,SP98,2022-10-06T09:01:39,,31120009
2,SP95,2022-10-06T09:01:39,,31120009
3,E85,2022-10-06T09:01:39,,31120009
2,SP95,2022-09-08T09:48:04,,31120010
1,Gazole,2022-10-11T10:33:24,,31120010
3,E85,2022-10-11T10:33:25,,31120010
5,E10,2022-10-11T10:33:25,,31120010
6,SP98,2022-10-11T10:33:26,,31120010
2,SP95,2012-09-10T09:42:00,,31130002
4,GPLc,2017-08-11T00:00:00,,31130002
2,SP95,2017-08-29T09:38:34,,31130002
3,E85,2017-08-29T09:38:34,,31130002
4,GPLc,2017-08-29T09:38:34,,31130002
2,SP95,2011-05-02T18:30:00,,31130003
2,SP95,2017-10-09T10:52:59,,31130004
3,E85,2022-10-05T10:08:17,,31130004
5,E10,2022-10-08T07:48:05,,31130004
6,SP98,2022-10-11T15:01:14,,31130004
2,SP95,2011-07-29T07:39:00,,31130005
2,SP95,2013-07-06T11:07:00,,31130006
3,E85,2013-07-06T11:07:00,,31130006
3,E85,2017-09-02T19:47:23,,31130007
4,GPLc,2017-09-02T19:47:23,,31130007
2,SP95,2022-10-10T10:26:54,,31130007
5,E10,2022-10-10T14:20:49,,31130007
6,SP98,2022-10-10T14:20:50,,31130007
1,Gazole,2022-10-11T18:15:41,,31130007
2,SP95,2022-09-22T14:19:28,,31130008
5,E10,2022-10-05T07:15:22,,31130008
6,SP98,2022-10-06T14:09:44,,31130008
1,Gazole,2022-10-06T18:03:39,,31130008
3,E85,2022-10-07T18:28:22,,31130008
2,SP95,2022-04-01T11:42:23,,31130011
3,E85,2022-04-01T11:42:23,,31130011
4,GPLc,2022-04-01T11:42:23,,31130011
1,Gazole,2022-10-05T08:10:51,,31130011
5,E10,2022-10-05T08:10:51,,31130011
6,SP98,2022-10-05T08:10:51,,31130011
2,SP95,2017-09-15T15:32:02,,31140001
3,E85,2017-09-15T15:36:16,,31140001
4,GPLc,2017-09-15T15:36:16,,31140001
2,SP95,2011-05-12T18:50:00,,31140002
2,SP95,2011-04-28T20:00:00,,31140003
5,E10,2014-07-31T10:00:00,,31140003
6,SP98,2014-07-31T10:00:00,,31140003
4,GPLc,2014-07-31T10:00:00,,31140003
1,Gazole,2014-07-31T10:00:00,,31140003
2,SP95,2022-10-11T09:32:27,,31140004
5,E10,2022-10-11T09:32:28,,31140004
3,E85,2022-10-11T17:52:34,,31140004
4,GPLc,2017-09-23T10:12:10,,31140005
5,E10,2017-09-23T10:12:10,,31140005
6,SP98,2017-09-23T10:12:10,,31140005
2,SP95,2022-10-11T17:54:25,,31140005
1,Gazole,2022-10-11T17:54:25,,31140005
3,E85,2022-10-11T17:54:25,,31140005
4,GPLc,2016-09-14T11:00:00,,31140006
3,E85,2016-09-14T11:00:00,,31140006
2,SP95,2016-09-14T11:10:00,,31140006
1,Gazole,2022-10-11T10:47:02,,31140006
5,E10,2022-10-11T10:47:03,,31140006
6,SP98,2022-10-11T10:47:03,,31140006
6,SP98,2017-09-21T19:07:41,,31140007
3,E85,2017-09-21T19:07:41,,31140007
4,GPLc,2017-10-10T18:51:09,,31140007
2,SP95,2017-09-04T12:20:25,,31140008
3,E85,2017-09-04T12:20:25,,31140008
4,GPLc,2017-09-04T12:20:25,,31140008
1,Gazole,2022-10-08T07:41:02,,31140008
5,E10,2022-10-08T07:41:02,,31140008
6,SP98,2022-10-10T08:51:21,,31140008
2,SP95,2012-07-18T08:33:00,,31140009
1,Gazole,2022-10-07T14:26:15,,31140010
2,SP95,2022-10-07T14:26:15,,31140010
5,E10,2022-10-07T14:26:15,,31140010
6,SP98,2022-10-07T14:26:15,,31140010
2,SP95,2017-11-23T07:43:14,,31140011
4,GPLc,2019-02-09T12:07:50,,31140011
2,SP95,2019-04-01T13:52:21,,31140012
3,E85,2019-04-01T13:52:21,,31140012
4,GPLc,2019-04-01T13:52:21,,31140012
6,SP98,2018-08-01T09:10:24,,31150001
4,GPLc,2017-09-05T11:38:30,,31150002
2,SP95,2019-06-13T08:55:33,,31150002
2,SP95,2011-11-24T10:05:00,,31150003
3,E85,2011-11-24T10:13:00,,31150003
4,GPLc,2011-11-24T10:13:00,,31150003
4,GPLc,2022-03-10T12:06:28,,31150004
2,SP95,2022-03-10T12:08:41,,31150004
1,Gazole,2022-10-10T09:40:49,,31150004
3,E85,2022-10-10T09:40:50,,31150004
5,E10,2022-10-10T09:40:50,,31150004
6,SP98,2022-10-10T09:40:50,,31150004
5,E10,2022-10-07T11:18:30,,31150005
1,Gazole,2022-10-07T13:46:57,,31150005
6,SP98,2022-10-07T13:46:57,,31150005
2,SP95,2022-10-11T10:25:30,,31150005
4,GPLc,2019-02-16T08:55:08,,31150006
2,SP95,2021-01-14T15:10:43,,31150006
3,E85,2016-06-12T00:00:00,,31150007
4,GPLc,2017-04-08T00:00:00,,31150007
6,SP98,2017-04-08T00:00:00,,31150007
6,SP98,2017-08-31T08:52:47,,31150007
3,E85,2017-09-04T08:38:03,,31150007
4,GPLc,2017-09-04T08:38:03,,31150007
3,E85,2017-09-16T09:44:40,,31170001
2,SP95,2021-10-04T14:55:17,,31170001
1,Gazole,2022-10-08T16:37:41,,31170001
4,GPLc,2022-10-08T16:37:41,,31170001
5,E10,2022-10-08T16:37:41,,31170001
6,SP98,2022-10-08T16:37:41,,31170001
3,E85,2017-09-16T08:44:26,,31170002
4,GPLc,2017-09-16T08:44:26,,31170002
2,SP95,2017-09-28T08:34:31,,31170002
1,Gazole,2022-10-11T17:03:35,,31170002
5,E10,2022-10-11T17:03:35,,31170002
6,SP98,2022-10-11T17:03:35,,31170002
2,SP95,2022-09-19T12:21:57,,31170004
4,GPLc,2017-09-04T08:55:00,,31170007
3,E85,2017-09-04T08:55:00,,31170007
5,E10,2022-10-10T10:23:10,,31170007
6,SP98,2022-10-10T10:23:10,,31170007
1,Gazole,2022-10-11T06:47:40,,31170007
2,SP95,2020-07-22T17:11:57,,31180001
2,SP95,2011-11-29T09:31:00,,31190001
4,GPLc,2017-09-26T06:31:01,,31190002
3,E85,2017-09-26T06:31:01,,31190002
2,SP95,2022-10-10T09:08:04,,31190002
5,E10,2022-10-10T09:08:04,,31190002
3,E85,2018-11-16T10:18:49,,31190003
1,Gazole,2022-10-11T09:10:27,,31190004
3,E85,2022-10-11T09:10:27,,31190004
5,E10,2022-10-11T09:10:27,,31190004
6,SP98,2022-10-11T09:10:27,,31190004
2,SP95,2022-10-11T09:45:44,,31190004
4,GPLc,2022-10-11T09:45:45,,31190004
2,SP95,2020-10-13T10:25:11,,31190005
4,GPLc,2020-10-13T10:25:11,,31190005
2,SP95,2013-03-14T16:56:00,,31200001
3,E85,2015-01-27T00:00:00,,31200001
4,GPLc,2015-01-27T00:00:00,,31200001
2,SP95,2022-03-01T21:39:12,,31200002
3,E85,2022-03-01T21:39:12,,31200002
4,GPLc,2022-03-01T21:39:12,,31200002
2,SP95,2011-05-02T18:30:00,,31200008
2,SP95,2022-09-20T17:34:29,,31200009
1,Gazole,2022-10-11T07:59:59,,31200009
5,E10,2022-10-11T07:59:59,,31200009
2,SP95,2011-04-22T22:00:00,,31200011
3,E85,2011-11-18T09:48:00,,31200011
4,GPLc,2013-03-08T10:05:00,,31200011
2,SP95,2011-04-21T08:00:00,,31200013
2,SP95,2012-06-05T06:00:00,,31200016
3,E85,2012-06-08T06:00:00,,31200016
4,GPLc,2017-09-22T19:48:50,,31200019
6,SP98,2017-09-22T19:48:50,,31200019
5,E10,2018-06-10T23:00:08,,31200019
3,E85,2022-10-07T10:02:41,,31200019
2,SP95,2022-10-07T21:24:52,,31200019
1,Gazole,2022-10-09T18:48:00,,31200019
5,E10,2022-10-01T08:10:47,,31200020
3,E85,2022-10-02T17:32:40,,31200020
6,SP98,2022-10-04T19:15:10,,31200020
1,Gazole,2022-10-05T07:33:21,,31200020
1,Gazole,2022-10-10T14:25:42,,31200021
3,E85,2022-10-10T14:25:42,,31200021
5,E10,2022-10-10T14:25:43,,31200021
6,SP98,2022-10-10T14:25:43,,31200021
3,E85,2019-04-02T11:08:34,,31200022
4,GPLc,2019-04-02T11:08:34,,31200022
2,SP95,2020-01-30T10:16:31,,31200022
2,SP95,2022-09-27T16:57:18,,31200023
5,E10,2022-10-07T09:32:58,,31200023
6,SP98,2022-10-07T12:21:35,,31200023
1,Gazole,2022-10-07T16:01:05,,31200023
3,E85,2022-10-08T14:33:11,,31200023
2,SP95,2022-09-02T11:44:40,,31200024
3,E85,2022-09-02T11:44:40,,31200024
4,GPLc,2022-09-02T11:44:40,,31200024
1,Gazole,2022-10-10T10:45:44,,31200024
5,E10,2022-10-10T10:45:44,,31200024
6,SP98,2022-10-10T10:45:45,,31200024
2,SP95,2019-05-22T07:50:46,,31210001
2,SP95,2012-01-26T14:50:00,,31210002
4,GPLc,2018-06-12T08:13:52,,31210004
2,SP95,2022-01-27T08:44:17,,31210004
1,Gazole,2022-10-07T18:49:31,,31210004
5,E10,2011-06-01T08:52:00,,31210005
3,E85,2018-05-24T21:25:16,,31210005
4,GPLc,2018-05-24T21:25:16,,31210005
6,SP98,2018-05-24T21:25:16,,31210005
2,SP95,2017-09-21T16:31:56,,31210007
3,E85,2017-09-21T16:31:56,,31210007
3,E85,2019-06-03T09:00:24,,31220001
2,SP95,2022-03-15T10:00:47,,31220001
5,E10,2022-10-11T08:08:03,,31220001
1,Gazole,2022-10-11T16:23:18,,31220001
6,SP98,2022-10-11T16:23:19,,31220001
2,SP95,2018-12-11T11:05:03,,31220002
3,E85,2022-10-11T09:55:24,,31220002
2,SP95,2017-08-03T09:00:00,,31220005
2,SP95,2017-09-04T09:04:04,,31220005
3,E85,2017-09-04T09:04:04,,31220005
4,GPLc,2017-09-04T09:04:04,,31220005
5,E10,2022-10-11T07:50:13,,31220005
3,E85,2022-10-10T12:23:39,,31220006
4,GPLc,2022-10-10T12:23:40,,31220006
5,E10,2022-10-10T12:23:40,,31220006
2,SP95,2018-03-30T11:10:52,,31230003
3,E85,2018-04-01T10:05:38,,31230003
4,GPLc,2018-04-01T10:05:38,,31230003
3,E85,1970-01-01T00:59:59,,31230004
4,GPLc,1970-01-01T00:59:59,,31230004
2,SP95,2012-11-27T14:14:00,,31230004
2,SP95,2022-10-07T13:05:54,,31240002
2,SP95,2018-09-20T08:51:40,,31240003
5,E10,2022-10-08T07:43:21,,31240003
3,E85,2022-10-11T06:26:26,,31240003
6,SP98,2022-10-11T19:17:05,,31240003
3,E85,2018-08-30T15:16:47,,31240004
4,GPLc,2018-08-30T15:16:48,,31240004
2,SP95,2022-10-08T14:08:11,,31240004
5,E10,2022-10-10T09:21:14,,31240004
6,SP98,2022-10-10T09:21:14,,31240004
1,Gazole,2022-10-10T17:44:56,,31240004
6,SP98,2018-06-08T12:16:40,,31240005
5,E10,2018-06-18T07:59:32,,31240005
1,Gazole,2018-06-20T10:09:52,,31240005
1,Gazole,2022-10-05T12:17:26,,31250001
2,SP95,2022-10-05T16:42:35,,31250001
3,E85,2019-01-02T10:02:48,,31250002
4,GPLc,2019-01-02T10:02:49,,31250002
2,SP95,2021-12-14T09:46:30,,31250002
1,Gazole,2022-10-11T08:22:15,,31250002
6,SP98,2014-04-03T18:55:00,,31250003
1,Gazole,2019-03-06T19:07:58,,31250003
2,SP95,2019-03-06T19:07:58,,31250003
3,E85,2019-03-06T19:07:58,,31250003
4,GPLc,2019-03-06T19:07:58,,31250003
5,E10,2019-03-06T19:07:58,,31250003
4,GPLc,2017-08-31T17:46:27,,31250004
2,SP95,2021-03-01T17:54:45,,31250004
3,E85,2014-01-01T00:00:00,,31250005
1,Gazole,2022-10-10T08:31:32,,31260001
5,E10,2022-10-11T16:27:31,,31260001
3,E85,2017-09-13T14:47:13,,31270003
4,GPLc,2017-09-13T14:47:14,,31270003
5,E10,2017-09-13T14:47:14,,31270003
1,Gazole,2022-10-09T08:25:46,,31270003
6,SP98,2022-10-09T08:25:46,,31270003
2,SP95,2022-10-10T09:49:46,,31270003
4,GPLc,2015-09-14T00:00:00,,31270004
2,SP95,2022-10-10T17:28:36,,31270004
5,E10,2022-10-10T17:28:37,,31270004
6,SP98,2022-10-10T17:28:37,,31270004
2,SP95,2017-08-30T17:07:50,,31270005
4,GPLc,2017-08-30T17:07:51,,31270005
3,E85,2022-10-10T12:20:25,,31270005
1,Gazole,2022-10-11T16:25:38,,31270005
5,E10,2022-10-11T16:25:38,,31270005
